CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS
1,0,0,2,225000.0,3,1,1,-11281,-1744,4.0
0,1,0,1,135000.0,1,1,1,-9430,-1195,3.0
1,0,0,0,450000.0,3,1,1,-14718,-5578,2.0
0,0,0,0,279000.0,3,2,1,-11042,-3174,1.0
1,0,0,1,76500.0,3,0,1,-12506,-495,3.0
0,0,0,0,202500.0,1,1,1,-20604,-252,2.0
1,0,0,2,67500.0,3,1,1,-10331,-433,4.0
0,0,0,0,234000.0,2,1,1,-13923,-2290,2.0
1,0,0,0,90000.0,1,2,1,-19304,-464,1.0
1,0,0,0,81000.0,1,0,1,-19569,-1013,2.0
0,0,0,0,108000.0,1,2,4,-8182,-1317,1.0
0,0,0,0,99000.0,1,1,1,-19944,365243,2.0
0,0,0,0,198000.0,1,2,3,-8657,-1164,1.0
0,1,0,0,360000.0,3,1,2,-14835,-1195,2.0
1,0,0,0,135000.0,1,1,1,-19940,365243,2.0
1,0,0,0,76500.0,1,1,1,-23480,365243,2.0
1,0,0,0,90000.0,1,1,1,-9489,-1682,2.0
1,1,0,0,270000.0,2,0,1,-13855,-739,2.0
0,1,0,0,81000.0,1,1,3,-14435,-3386,2.0
1,0,0,0,202500.0,3,1,1,-17274,-1348,2.0
1,0,0,0,157500.0,1,1,1,-19702,-9870,2.0
1,0,0,0,180000.0,3,1,1,-13241,-4451,2.0
1,0,0,0,135000.0,1,1,2,-12130,-798,2.0
1,0,0,2,135000.0,1,1,1,-9736,-2870,4.0
0,1,0,0,135000.0,1,1,1,-16196,-6218,2.0
0,1,0,0,270000.0,1,1,1,-11706,-1164,2.0
1,0,0,0,202500.0,3,1,1,-16100,-4939,2.0
1,0,0,0,157500.0,2,1,1,-16888,-2687,2.0
0,1,0,2,180000.0,2,1,1,-12463,-2170,4.0
0,1,0,1,112500.0,1,3,4,-11998,-1135,2.0
1,1,0,0,157500.0,1,1,1,-13590,-982,2.0
0,1,0,0,216000.0,1,1,1,-15455,-890,2.0
1,1,0,0,202500.0,1,1,1,-15527,-1744,2.0
1,0,0,0,198000.0,1,0,1,-18813,-9748,2.0
1,0,0,0,157500.0,1,4,1,-20302,365243,1.0
0,1,0,0,180000.0,1,1,1,-15153,-3143,2.0
1,1,0,0,315000.0,1,1,1,-17074,-798,2.0
1,0,0,0,112500.0,1,1,1,-21316,365243,2.0
1,0,0,0,90000.0,1,3,1,-11682,-678,1.0
1,0,0,0,45000.0,1,3,1,-14374,-798,1.0
1,1,0,0,225000.0,1,1,1,-8488,-1835,2.0
1,0,0,0,112500.0,1,2,0,-23532,365243,1.0
1,1,0,0,144000.0,1,1,1,-17383,-890,2.0
1,1,0,0,315000.0,3,1,1,-13455,-2748,2.0
1,0,0,1,112500.0,1,1,1,-12872,-3720,3.0
1,0,0,2,144000.0,1,1,1,-12277,-982,4.0
0,1,0,0,225000.0,1,1,1,-17367,365243,2.0
0,1,0,0,135000.0,1,1,1,-19056,-99,2.0
1,0,0,0,238500.0,1,1,1,-19305,-3296,2.0
1,0,0,0,112500.0,1,1,1,-9890,-2047,2.0
0,1,0,1,144000.0,2,1,1,-10049,-283,3.0
1,0,0,0,90000.0,1,1,1,-21426,365243,2.0
0,0,0,0,202500.0,1,2,3,-8489,-921,1.0
0,0,0,0,117000.0,1,2,1,-14689,-3661,1.0
1,0,0,0,135000.0,1,1,1,-18650,-10936,2.0
0,0,0,0,225000.0,3,2,1,-10166,-1774,1.0
1,0,0,0,126000.0,1,3,1,-19191,365243,1.0
1,0,0,0,135000.0,1,0,1,-15805,-433,2.0
1,0,0,0,90000.0,1,4,1,-21688,365243,1.0
1,0,0,0,153000.0,1,3,1,-23299,365243,1.0
0,1,0,0,1350000.0,3,1,2,-12999,-1560,2.0
1,0,0,0,139500.0,1,1,1,-20863,365243,2.0
1,0,0,0,157500.0,3,1,1,-11644,-344,2.0
1,1,0,0,135000.0,1,0,3,-11102,-433,2.0
0,0,0,0,180000.0,1,2,1,-9380,-1713,1.0
1,0,0,0,225000.0,1,2,1,-19316,-4451,1.0
1,0,0,0,135000.0,3,1,1,-9887,-2474,2.0
0,1,0,0,292500.0,1,1,1,-13178,-1317,2.0
1,1,0,0,270000.0,3,1,1,-19341,-7314,2.0
1,1,0,0,99000.0,1,1,1,-14657,-4392,2.0
1,0,0,0,135000.0,1,1,1,-12328,-2474,2.0
1,1,0,0,315000.0,3,1,1,-13557,-586,2.0
0,1,0,0,270000.0,3,2,1,-9087,-1682,1.0
0,0,0,0,135000.0,1,3,1,-14118,-3174,1.0
0,1,0,2,445500.0,3,1,2,-14906,-6826,4.0
1,0,0,0,198000.0,1,4,1,-22002,365243,1.0
1,1,0,0,382500.0,3,1,1,-15435,-3965,2.0
1,0,0,1,202500.0,1,1,1,-11813,-3266,3.0
1,1,0,0,99000.0,1,1,1,-14883,-5457,2.0
1,0,0,0,112500.0,1,1,1,-15759,-374,2.0
0,1,0,0,166500.0,3,1,3,-10435,-1713,2.0
1,0,0,0,135000.0,1,0,1,-13120,-5578,2.0
0,1,0,0,202500.0,1,0,1,-12636,-405,2.0
1,0,0,0,81000.0,1,3,1,-17932,-1470,1.0
0,1,0,0,180000.0,1,1,1,-15901,-130,2.0
0,0,0,0,225000.0,3,0,1,-12282,-405,2.0
1,0,0,0,99000.0,3,1,1,-10084,-678,2.0
0,1,0,0,360000.0,1,3,3,-10276,-556,1.0
0,1,0,0,225000.0,3,0,0,-14555,-1226,2.0
0,1,0,2,427500.0,3,1,1,-15144,-6400,4.0
1,0,1,2,157500.0,3,1,1,-15499,-1287,4.0
1,0,1,2,144000.0,1,1,2,-9839,-1835,4.0
1,0,1,0,157500.0,1,0,1,-21635,365243,2.0
0,1,1,0,270000.0,1,2,1,-13172,-1195,1.0
1,1,0,1,157500.0,3,1,1,-11992,-2351,3.0
1,1,1,2,90000.0,3,1,1,-11131,-405,4.0
0,1,0,0,202500.0,1,1,1,-19120,-3661,2.0
1,0,1,2,99000.0,3,1,1,-12752,-433,4.0
0,1,1,0,360000.0,3,1,1,-19958,-7465,2.0
1,0,1,2,157500.0,1,1,1,-10710,-2351,4.0
1,0,1,0,135000.0,2,2,1,-8482,-1501,1.0
1,1,0,2,99000.0,1,1,1,-12756,365243,4.0
1,1,1,2,90000.0,1,1,1,-12690,-4451,4.0
0,0,1,0,90000.0,1,0,1,-23083,365243,2.0
0,1,1,0,112500.0,1,1,1,-16076,-7679,2.0
1,1,1,1,135000.0,1,1,1,-16613,-3235,3.0
1,1,1,0,180000.0,1,1,1,-20644,-3873,2.0
0,1,1,0,495000.0,3,2,1,-22867,365243,1.0
0,1,0,2,157500.0,1,1,5,-14749,-2382,4.0
1,0,1,0,135000.0,2,1,1,-16839,-3692,2.0
0,1,1,1,360000.0,1,1,1,-13940,-617,3.0
1,1,0,1,157500.0,1,1,1,-12330,-2809,3.0
1,0,1,2,157500.0,1,1,1,-12242,-2047,4.0
0,1,1,0,157500.0,1,1,1,-23322,365243,2.0
1,0,1,1,112500.0,2,0,1,-10926,-3570,3.0
1,1,1,1,112500.0,1,3,1,-12896,-709,2.0
1,0,0,0,99000.0,3,2,3,-10833,-2504,1.0
1,0,1,0,135000.0,1,1,1,-20782,-2321,2.0
0,1,1,0,85500.0,1,1,1,-22121,365243,2.0
1,0,1,0,292500.0,1,0,1,-21582,365243,2.0
1,0,1,0,67500.0,1,1,1,-21889,-8469,2.0
1,0,1,0,90000.0,1,1,1,-18474,-3021,2.0
0,1,1,0,112500.0,1,2,1,-16975,-2504,1.0
1,0,1,0,112500.0,1,1,1,-16573,-4574,2.0
1,0,1,0,360000.0,1,4,1,-18388,-7830,1.0
1,0,1,0,279000.0,3,2,1,-11091,-617,1.0
1,0,1,0,157500.0,1,1,1,-16757,-3508,2.0
0,1,0,2,157500.0,1,1,2,-12518,-1135,4.0
0,0,1,0,135000.0,1,1,1,-20931,-191,2.0
1,1,1,0,112500.0,2,2,3,-8128,-951,1.0
1,0,0,0,225000.0,1,1,1,-10304,-1682,2.0
1,1,1,2,306000.0,3,1,1,-13541,-3965,4.0
1,0,1,0,166500.0,1,1,1,-22578,365243,2.0
1,1,1,0,135000.0,1,1,1,-22118,365243,2.0
1,1,1,0,202500.0,3,4,1,-21269,365243,1.0
1,0,1,1,67500.0,1,1,2,-15397,-1894,3.0
0,0,1,0,180000.0,1,2,1,-8363,-525,1.0
0,1,1,0,315000.0,1,1,1,-14170,-921,2.0
1,1,1,1,202500.0,1,1,1,-14995,-5365,3.0
1,0,1,2,270000.0,1,1,1,-12927,-2078,4.0
0,1,1,0,112500.0,1,1,1,-23287,365243,2.0
1,1,1,1,157500.0,1,1,1,-12500,-5762,3.0
0,1,1,0,202500.0,0,1,1,-18614,-7738,2.0
0,1,1,0,252000.0,1,1,1,-22117,-1621,2.0
1,0,1,0,135000.0,1,1,1,-18501,-1866,2.0
1,0,1,0,135000.0,1,1,1,-21300,-464,2.0
0,0,1,0,90000.0,1,1,1,-8824,-739,2.0
0,1,1,2,225000.0,1,0,1,-18376,-4270,4.0
0,0,0,1,247500.0,1,2,1,-16797,-6583,2.0
1,0,1,0,76500.0,1,1,1,-15602,-5061,2.0
1,1,1,0,126000.0,1,1,1,-23336,365243,2.0
0,0,1,0,360000.0,1,1,1,-18104,-1317,2.0
1,0,1,0,135000.0,3,2,1,-23200,365243,1.0
0,1,1,0,135000.0,0,1,3,-9981,-1866,2.0
1,0,1,0,135000.0,3,1,1,-13764,-3996,2.0
0,1,1,0,202500.0,3,1,1,-18973,-1074,2.0
1,1,1,1,90000.0,1,1,1,-17532,-8044,3.0
0,1,1,0,315000.0,2,1,1,-21572,-2170,2.0
0,1,1,0,225000.0,1,1,1,-16507,-4331,2.0
0,1,1,0,225000.0,1,1,1,-20145,-1043,2.0
1,1,1,0,247500.0,1,1,1,-19714,-8348,2.0
1,1,1,1,67500.0,1,0,1,-14686,-3600,3.0
0,0,1,1,562500.0,2,1,1,-13790,-5639,3.0
1,0,1,0,126000.0,1,1,1,-20387,365243,2.0
1,0,1,0,99000.0,1,2,1,-10016,-1164,1.0
1,0,1,0,135000.0,1,1,1,-14918,-1866,2.0
1,0,1,0,189000.0,1,1,1,-20233,-6218,2.0
1,0,1,0,157500.0,1,1,1,-23413,365243,2.0
1,1,1,1,112500.0,1,1,1,-15109,-1956,3.0
0,0,0,0,135000.0,3,1,1,-9493,-130,2.0
1,0,0,0,216000.0,1,1,1,-22867,365243,2.0
1,0,1,0,328500.0,1,1,1,-20023,-1894,2.0
1,0,0,0,126000.0,1,2,3,-8209,-951,1.0
0,1,0,1,180000.0,2,1,3,-10591,-1195,3.0
1,0,1,0,310500.0,3,2,1,-13141,-1317,1.0
1,0,1,0,126000.0,1,1,1,-14265,-7373,2.0
1,0,1,2,67500.0,1,3,1,-14832,-7404,3.0
0,1,0,0,90000.0,1,2,1,-12383,-2017,1.0
1,1,1,1,157500.0,3,3,1,-9800,-2109,2.0
1,1,1,0,270000.0,1,1,1,-23768,365243,2.0
1,1,1,0,540000.0,3,1,1,-13758,-2535,2.0
1,1,1,1,225000.0,3,1,1,-14148,-1591,3.0
1,0,1,0,202500.0,1,1,1,-21854,365243,2.0
0,1,0,1,270000.0,1,3,1,-13425,-3143,2.0
1,0,1,0,67500.0,1,1,1,-15675,-283,2.0
1,1,0,1,180000.0,1,1,1,-11107,-130,3.0
1,0,1,0,90000.0,1,1,1,-21518,365243,2.0
1,0,1,0,202500.0,1,1,1,-22960,365243,2.0
1,1,1,0,157500.0,1,1,1,-13247,-5823,2.0
1,0,1,0,171000.0,3,1,1,-18756,-3904,2.0
1,1,1,1,157500.0,1,1,1,-12622,-678,3.0
0,1,1,0,675000.0,3,1,1,-11912,-2200,2.0
0,1,1,0,135000.0,3,0,1,-13087,-313,2.0
0,1,1,2,315000.0,3,1,1,-13803,-160,4.0
0,1,1,0,112500.0,1,1,1,-19987,365243,2.0
1,1,0,2,270000.0,3,1,1,-13768,-4666,4.0
0,1,1,1,202500.0,1,1,1,-10218,-313,3.0
1,0,0,1,90000.0,1,3,0,-14210,-344,2.0
1,1,1,0,135000.0,1,2,1,-17334,-2504,1.0
1,1,1,1,157500.0,1,1,1,-13830,-4239,3.0
0,1,1,0,112500.0,1,1,1,-10053,-1652,2.0
0,1,1,1,450000.0,3,1,5,-18476,-2625,3.0
1,0,1,0,76500.0,1,0,1,-20365,365243,2.0
0,1,1,0,90000.0,1,1,1,-21180,-1440,2.0
1,1,0,2,135000.0,1,1,1,-13928,-3052,4.0
1,1,1,0,315000.0,1,3,1,-18184,-3021,1.0
0,1,1,0,135000.0,1,1,1,-15774,-2901,2.0
1,1,1,0,121500.0,3,1,1,-10145,-1682,2.0
0,1,1,1,247500.0,1,1,1,-11320,-1591,3.0
1,0,0,1,72000.0,3,1,1,-14173,-1925,3.0
0,1,0,0,135000.0,1,1,1,-20476,-525,2.0
0,1,1,1,180000.0,1,1,1,-16809,-3327,3.0
1,0,1,0,112500.0,1,1,1,-22927,365243,2.0
1,0,1,1,247500.0,2,1,1,-10916,-921,3.0
1,0,1,2,90000.0,3,1,1,-11864,-4513,4.0
1,0,1,0,65250.0,1,4,1,-19897,365243,1.0
1,0,1,0,184500.0,1,1,1,-18551,-1226,2.0
1,0,1,0,90000.0,1,0,1,-21183,-1104,2.0
1,0,1,0,103500.0,2,1,1,-22254,365243,2.0
1,0,1,0,180000.0,1,2,1,-19421,-2017,1.0
1,1,1,0,180000.0,1,0,1,-12461,-678,2.0
1,0,0,0,180000.0,1,1,2,-19263,365243,2.0
0,0,1,0,157500.0,1,1,1,-19096,365243,2.0
1,1,1,2,67500.0,3,1,1,-11925,-1621,4.0
0,0,0,1,112500.0,1,1,1,-8843,-495,3.0
0,1,0,0,180000.0,3,2,1,-11055,-1074,1.0
0,1,1,2,270000.0,1,1,1,-13360,-4086,4.0
0,1,1,0,180000.0,1,1,1,-17158,-2990,2.0
1,0,1,1,157500.0,1,0,1,-15514,-8714,3.0
1,0,1,2,225000.0,1,0,1,-12798,-648,4.0
0,1,1,0,189000.0,1,1,1,-20815,-829,2.0
0,1,1,0,292500.0,3,1,1,-10297,-2231,2.0
0,1,1,0,99000.0,1,2,1,-20659,-313,1.0
0,0,0,0,202500.0,2,0,3,-12180,-405,2.0
1,1,1,2,292500.0,3,1,1,-13958,-3021,4.0
0,1,0,0,202500.0,1,1,1,-15862,-5061,2.0
0,0,1,2,180000.0,1,1,1,-13828,-6004,4.0
1,0,1,0,135000.0,1,1,1,-21396,-1013,2.0
1,0,1,0,157500.0,1,0,1,-11853,-5061,2.0
0,1,1,0,157500.0,1,1,1,-22014,-10236,2.0
1,1,1,0,67500.0,2,1,1,-21350,365243,2.0
1,0,1,0,162000.0,1,1,1,-22290,365243,2.0
1,1,1,1,112500.0,3,2,1,-13896,-344,2.0
0,0,1,0,135000.0,1,2,1,-11036,-4301,1.0
1,0,0,0,360000.0,1,1,1,-15533,-3386,2.0
1,0,1,0,135000.0,3,1,3,-14160,-4635,2.0
1,1,1,1,157500.0,3,1,1,-14474,-2259,3.0
1,0,1,0,165150.0,3,1,1,-23372,365243,2.0
0,0,0,0,337500.0,3,1,1,-17004,-4574,2.0
1,0,1,1,99000.0,1,1,2,-11039,-2809,3.0
1,0,0,0,45000.0,1,1,1,-13941,-5334,2.0
1,0,1,0,270000.0,1,1,2,-15450,-770,2.0
1,0,1,1,135000.0,3,1,1,-13833,-617,3.0
1,0,1,2,67500.0,1,1,1,-15140,-3174,4.0
1,1,1,0,270000.0,1,1,1,-13095,-1652,2.0
0,1,1,2,139500.0,1,1,1,-17281,-5578,4.0
1,0,1,0,90000.0,1,1,1,-18656,-2656,2.0
1,0,1,1,180000.0,1,1,1,-11050,-921,3.0
1,1,1,0,112500.0,3,1,1,-22395,365243,2.0
1,1,1,0,157500.0,3,1,1,-11822,-739,2.0
1,0,1,0,54000.0,0,1,1,-22276,365243,2.0
1,0,1,1,90000.0,1,1,1,-17864,-7070,3.0
1,0,1,0,157500.0,1,1,1,-16562,-1043,2.0
1,1,1,1,112500.0,1,1,1,-14045,-1043,3.0
0,1,1,1,450000.0,1,1,1,-18173,-678,3.0
1,0,1,0,45000.0,1,1,1,-20688,365243,2.0
1,0,1,1,270000.0,1,1,1,-9910,-678,3.0
1,0,1,0,157500.0,1,1,1,-23758,365243,2.0
0,1,1,0,112500.0,1,1,1,-22720,-860,2.0
1,0,1,1,360000.0,1,1,1,-10556,-1379,3.0
1,1,1,0,81000.0,3,1,1,-20399,365243,2.0
0,1,1,0,243000.0,1,1,1,-13533,-2535,2.0
1,0,0,0,94500.0,1,4,0,-22265,-829,1.0
1,1,1,2,270000.0,1,0,1,-12745,-525,4.0
1,0,0,0,135000.0,1,2,1,-16814,-6614,1.0
1,0,0,0,157500.0,1,1,1,-22828,365243,2.0
1,1,1,1,270000.0,1,1,1,-13768,-2565,3.0
0,1,1,0,337500.0,1,1,1,-14733,-1379,2.0
0,1,1,0,202500.0,1,1,1,-11505,-1043,2.0
1,0,0,0,256500.0,3,1,1,-11212,-2565,2.0
1,0,1,1,135000.0,1,1,1,-13617,-2748,3.0
0,1,1,0,126000.0,3,1,1,-18214,-3508,2.0
1,0,1,0,67500.0,1,3,2,-13225,-829,1.0
0,1,1,0,225000.0,1,2,1,-18045,-1805,1.0
0,1,0,1,270000.0,2,1,1,-15053,-3386,3.0
0,0,1,0,135000.0,1,1,1,-22119,365243,2.0
1,0,1,0,121500.0,3,2,0,-11118,-3873,1.0
1,0,1,0,90000.0,1,1,1,-20074,-221,2.0
1,1,1,0,157500.0,1,1,1,-10737,-2078,2.0
1,1,1,0,135000.0,1,1,1,-12021,-130,2.0
0,1,1,2,99000.0,1,1,3,-16558,-3235,4.0
1,0,1,0,292500.0,1,0,1,-16588,-1013,2.0
1,0,1,1,135000.0,4,0,1,-17489,-7557,3.0
1,0,1,0,315000.0,1,1,2,-20298,365243,2.0
1,0,1,1,33300.0,1,1,1,-22784,365243,3.0
0,1,1,2,697500.0,3,3,1,-14184,-5295,3.0
1,0,1,0,135000.0,1,1,1,-18414,-5203,2.0
1,0,1,0,202500.0,1,1,2,-18817,-1094,2.0
0,0,1,0,135000.0,1,2,1,-12626,-5295,1.0
0,1,1,1,112500.0,1,1,1,-17067,-243,3.0
1,0,1,0,202500.0,1,4,1,-20227,-5416,1.0
1,0,1,1,198000.0,1,1,1,-18490,365243,3.0
1,0,1,1,675000.0,3,1,1,-15843,-1398,3.0
1,0,1,0,101250.0,1,4,1,-22059,365243,1.0
1,0,1,1,166500.0,1,1,1,-20208,-8033,3.0
1,1,1,0,292500.0,3,1,1,-19156,-4504,2.0
0,0,1,1,112500.0,1,1,1,-17935,-363,3.0
1,0,1,0,90000.0,0,1,1,-22319,365243,2.0
0,1,1,1,675000.0,3,1,1,-16338,-4654,3.0
1,0,0,0,54000.0,1,3,1,-20621,365243,1.0
1,1,1,0,90000.0,1,1,1,-18950,-1002,2.0
1,0,0,0,58500.0,1,1,1,-20970,365243,2.0
1,0,0,0,180000.0,1,2,1,-10141,-2531,1.0
0,1,1,0,112500.0,1,1,1,-15172,-2374,2.0
1,0,0,0,225000.0,3,2,3,-10517,-1801,1.0
1,0,0,0,225000.0,3,3,1,-12904,-4297,1.0
1,1,1,0,675000.0,1,0,1,-18802,-913,2.0
0,0,1,0,171000.0,3,0,1,-18680,365243,2.0
0,1,1,1,225000.0,1,1,1,-13621,-1127,3.0
0,1,1,1,225000.0,3,1,1,-12763,-2255,3.0
0,1,0,0,310500.0,3,2,1,-9930,-674,1.0
1,0,1,2,112500.0,3,0,1,-10881,-122,4.0
1,0,1,1,225000.0,3,0,1,-10604,-2374,3.0
1,0,1,1,67500.0,3,1,1,-12450,-1466,3.0
1,0,1,0,135000.0,3,1,1,-22747,365243,2.0
1,0,1,0,157500.0,1,1,1,-18456,-6791,2.0
1,0,0,0,135000.0,1,2,1,-19121,-735,1.0
1,0,0,0,135000.0,2,2,0,-11448,-1982,1.0
1,1,1,1,270000.0,1,1,1,-14512,-4596,3.0
0,1,1,0,110250.0,3,2,1,-14129,-5758,1.0
1,0,1,1,157500.0,1,1,1,-15594,-705,3.0
1,0,1,2,135000.0,1,1,1,-22087,365243,4.0
1,1,1,1,180000.0,3,1,1,-11901,-183,3.0
1,0,1,0,90000.0,3,2,1,-15329,-1371,1.0
0,0,0,1,472500.0,3,1,3,-8907,-913,3.0
0,0,1,0,270000.0,1,1,1,-16896,-248,2.0
1,0,1,0,90000.0,3,1,1,-17767,-3804,2.0
0,1,1,3,270000.0,3,1,1,-15174,-582,5.0
0,0,1,0,112500.0,1,0,1,-14940,-1644,2.0
1,1,1,0,315000.0,1,0,1,-14172,-2131,2.0
1,0,0,0,67500.0,1,1,2,-11448,-1066,2.0
0,1,0,0,225000.0,1,1,1,-19972,-6610,2.0
1,0,1,2,67500.0,2,1,3,-13259,-213,4.0
0,0,1,0,270000.0,1,1,1,-18454,-7518,2.0
1,0,1,0,247500.0,3,1,1,-22100,-578,2.0
1,0,1,1,121500.0,3,1,1,-11007,-762,3.0
1,0,1,0,189000.0,2,4,1,-21845,365243,1.0
1,0,1,0,270000.0,1,1,1,-20066,-3988,2.0
1,1,1,0,225000.0,1,1,1,-21982,365243,2.0
1,0,1,0,126000.0,3,2,1,-18907,-2470,1.0
0,0,1,1,270000.0,1,1,1,-17110,-370,3.0
0,0,1,1,135000.0,1,1,1,-9547,-1340,3.0
1,0,1,0,121500.0,1,1,3,-13315,-5204,2.0
1,0,1,0,196650.0,1,1,1,-21415,-2744,2.0
1,0,1,0,202500.0,3,1,1,-21148,365243,2.0
1,0,1,0,81000.0,1,1,1,-19040,-1070,2.0
