Month,Day,Year,Hour,Minute,Time,Sun House,Moon House,Mercury House,Venus House,Mars House,Jupiter House,Saturn House,Uranus House,Neptune House
3,31,1889,6,27,387,1,12,12,2,1,10,5,7,2
3,31,1889,6,20,380,1,12,12,2,1,10,5,7,2
3,31,1889,9,41,581,11,11,10,12,12,8,3,5,12
3,31,1889,8,36,516,11,11,11,1,12,8,4,6,1
3,31,1889,19,56,1196,6,6,5,7,7,3,10,12,8
3,31,1889,16,14,974,8,8,7,9,8,5,12,2,9
3,31,1889,2,58,178,2,2,2,3,3,11,7,9,4
3,31,1889,0,13,13,4,3,3,5,4,1,8,10,5
3,31,1889,7,6,426,12,12,12,1,1,9,5,6,2
3,31,1889,5,23,323,1,1,12,2,2,10,5,7,3
11,9,1889,0,51,51,3,10,3,2,2,5,1,2,10
11,9,1889,23,27,1407,4,11,3,3,2,6,2,3,10
11,9,1889,15,15,915,8,3,7,7,6,10,6,7,3
11,9,1889,9,20,560,11,6,10,10,9,1,9,10,6
11,9,1889,0,42,42,3,10,3,3,2,5,1,3,10
11,9,1889,22,1,1321,5,11,4,4,3,6,2,4,11
11,9,1889,11,54,714,10,4,9,9,8,12,7,9,4
11,9,1889,17,27,1047,7,1,6,6,5,9,5,6,1
11,9,1889,20,27,1227,5,12,5,5,4,7,3,5,12
11,9,1889,7,40,460,12,7,11,11,10,2,9,11,7
11,9,1889,4,5,245,2,8,1,1,12,3,11,1,8
11,9,1889,10,28,628,10,5,10,10,9,12,8,10,5
10,15,1889,11,57,717,10,6,10,9,9,12,8,10,5
10,15,1889,9,53,593,11,7,11,10,10,1,9,11,6
10,15,1889,19,42,1182,6,2,6,5,5,8,4,6,1
10,15,1889,10,48,648,10,7,10,9,9,1,9,10,6
10,15,1889,4,55,295,1,9,1,12,12,4,12,1,9
10,15,1889,4,33,273,1,10,1,12,12,4,12,1,9
10,15,1889,23,28,1408,4,12,4,3,3,6,2,4,11
10,15,1889,9,3,543,11,8,11,10,10,2,10,11,7
10,15,1889,4,15,255,2,10,2,1,12,4,12,2,9
10,15,1889,13,13,793,9,6,9,8,8,12,8,9,4
10,15,1889,20,52,1252,5,2,5,4,4,7,4,5,12
10,15,1889,22,15,1335,4,1,5,4,3,7,3,4,12
6,4,1889,6,11,371,12,3,1,11,1,7,3,5,12
6,4,1889,9,33,573,11,1,12,10,11,6,1,3,11
6,4,1889,23,7,1387,4,7,5,3,4,11,6,8,4
6,4,1889,1,32,92,3,5,4,2,3,10,5,7,3
6,4,1889,17,15,1035,7,9,8,6,7,2,9,11,7
6,4,1889,1,21,81,3,5,4,2,3,10,5,7,3
6,4,1889,18,35,1115,7,9,7,5,7,1,9,11,6
6,4,1889,13,41,821,9,11,10,8,9,4,11,1,9
6,4,1889,21,56,1316,5,7,6,3,5,12,7,9,4
6,4,1889,6,53,413,12,2,1,11,12,7,2,4,12
6,4,1889,18,1,1081,7,9,8,6,7,2,9,11,7
6,4,1889,3,19,199,2,4,3,1,2,9,4,6,2
2,25,1889,3,37,217,2,12,2,3,3,12,7,9,5
2,25,1889,18,17,1097,7,5,6,8,8,4,12,2,9
2,25,1889,7,42,462,12,10,12,1,1,10,5,7,3
2,25,1889,17,29,1049,7,5,6,9,8,5,12,3,10
2,25,1889,21,55,1315,5,3,4,6,6,3,10,12,8
2,25,1889,4,24,264,2,12,1,3,3,12,7,9,4
2,25,1889,21,46,1306,5,3,4,6,6,3,10,12,8
2,25,1889,18,54,1134,6,4,6,8,7,4,12,2,9
2,25,1889,10,6,606,11,9,10,12,12,9,4,6,1
2,25,1889,3,5,185,2,12,2,4,3,12,8,10,5
2,25,1889,4,56,296,1,11,1,3,2,11,7,9,4
2,25,1889,23,7,1387,4,3,4,6,5,2,10,12,7
1,19,1889,23,40,1420,4,11,4,5,5,3,11,1,8
1,19,1889,2,10,130,3,9,3,4,4,2,9,11,7
1,19,1889,8,9,489,12,7,12,1,1,11,7,8,4
1,19,1889,10,22,622,11,6,11,12,12,9,5,7,2
1,19,1889,18,15,1095,7,2,7,8,8,5,1,3,11
1,19,1889,17,34,1054,7,2,7,9,8,6,2,4,11
1,19,1889,7,29,449,12,7,1,2,1,11,7,9,4
1,19,1889,1,24,84,3,10,4,5,4,2,10,12,7
1,19,1889,0,31,31,4,10,4,5,5,2,10,12,8
1,19,1889,9,46,586,11,6,12,12,12,10,6,8,3
1,19,1889,16,40,1000,7,2,8,9,9,6,2,4,11
1,19,1889,15,37,937,8,3,8,9,9,7,3,5,12
1,27,1889,9,12,552,11,9,12,1,12,10,6,8,3
1,27,1889,10,27,627,11,9,11,12,12,9,5,7,2
1,27,1889,11,18,678,10,8,11,12,11,9,5,7,2
1,27,1889,8,16,496,12,10,12,1,1,10,6,8,3
1,27,1889,10,33,633,11,9,11,12,12,9,5,7,2
1,27,1889,12,20,740,10,8,10,11,11,8,4,6,1
1,27,1889,16,18,978,8,6,8,9,9,6,2,4,11
1,27,1889,15,52,952,8,6,8,9,9,6,2,4,11
1,27,1889,3,24,204,2,12,3,4,3,1,9,11,6
1,27,1889,18,21,1101,7,5,7,8,8,5,1,3,10
1,27,1889,16,38,998,7,6,8,9,9,6,2,4,11
1,27,1889,6,49,409,1,10,1,2,2,11,7,9,4
11,23,1889,18,48,1128,6,6,6,5,5,7,3,5,12
11,23,1889,17,36,1056,7,7,6,6,5,8,4,6,1
11,23,1889,22,25,1345,4,5,4,4,3,6,2,3,10
11,23,1889,20,33,1233,5,6,5,5,4,7,3,4,11
11,23,1889,10,27,627,10,11,10,10,9,12,8,9,5
11,23,1889,1,10,70,3,3,3,2,1,4,12,2,9
11,23,1889,0,32,32,3,3,3,3,2,5,1,2,9
11,23,1889,2,20,140,3,2,2,2,1,4,12,1,9
11,23,1889,19,28,1168,6,6,6,5,4,7,3,5,12
11,23,1889,2,45,165,2,2,2,2,1,4,11,1,8
11,23,1889,5,56,356,1,1,1,12,11,2,10,12,7
11,23,1889,21,13,1273,5,5,5,4,3,6,2,4,11
12,12,1889,0,51,51,3,11,3,3,1,4,12,1,9
12,12,1889,4,49,289,1,9,2,1,11,2,10,12,7
12,12,1889,18,8,1088,6,3,7,6,5,7,3,5,12
12,12,1889,3,29,209,2,10,2,2,12,3,10,12,7
12,12,1889,13,15,795,9,5,9,8,7,10,6,7,2
12,12,1889,15,41,941,8,4,8,7,6,9,4,6,1
12,12,1889,21,54,1314,5,1,5,4,3,5,1,3,10
12,12,1889,12,8,728,10,6,10,9,8,11,6,8,3
12,12,1889,7,36,456,12,8,12,11,10,1,8,10,5
12,12,1889,4,25,265,2,9,2,1,11,2,10,12,7
12,12,1889,12,53,773,9,5,9,9,7,10,6,7,3
12,12,1889,21,28,1288,5,1,5,4,3,6,1,3,10
8,26,1889,11,55,715,10,10,10,9,9,2,10,11,7
8,26,1889,19,30,1170,6,6,7,5,5,10,6,7,3
8,26,1889,21,38,1298,5,5,6,4,4,9,5,6,2
8,26,1889,5,5,305,1,1,2,12,12,5,1,3,10
8,26,1889,13,49,829,9,9,9,8,8,1,9,10,6
8,26,1889,11,34,694,10,10,10,9,9,2,10,11,7
8,26,1889,6,3,363,1,12,1,11,12,4,12,2,10
8,26,1889,16,46,1006,7,7,8,6,7,11,7,9,4
8,26,1889,17,56,1076,7,7,7,6,6,11,7,8,4
8,26,1889,22,39,1359,4,5,5,3,4,8,4,6,1
8,26,1889,7,41,461,12,12,12,11,11,4,12,1,9
8,26,1889,22,52,1372,4,4,5,3,4,8,4,6,1
10,26,1889,14,39,879,8,9,8,7,7,10,6,8,3
10,26,1889,3,54,234,2,2,1,1,12,4,12,1,9
10,26,1889,0,5,5,4,4,3,3,2,6,2,3,11
10,26,1889,1,46,106,3,3,2,2,1,5,1,2,10
10,26,1889,7,16,436,12,1,12,11,11,2,10,12,7
10,26,1889,9,38,578,11,12,10,10,9,1,9,11,6
10,26,1889,10,48,648,10,11,10,9,9,1,8,10,5
10,26,1889,16,53,1013,7,8,7,6,6,9,5,7,2
10,26,1889,14,38,878,8,9,8,7,7,10,6,8,3
10,26,1889,4,1,241,2,2,1,1,12,4,12,1,9
10,26,1889,18,14,1094,6,7,6,6,5,9,5,6,1
10,26,1889,14,41,881,8,9,8,7,7,10,6,8,3
7,11,1889,22,5,1325,5,10,4,3,5,10,6,8,3
7,11,1889,5,28,328,1,6,12,11,1,6,2,4,11
7,11,1889,6,20,380,12,6,12,11,12,6,2,4,11
7,11,1889,2,7,127,3,8,2,1,2,8,4,6,1
7,11,1889,21,41,1301,5,10,4,3,5,10,6,8,3
7,11,1889,13,13,793,9,2,9,8,9,3,10,12,8
7,11,1889,4,16,256,2,6,1,12,1,7,3,5,12
7,11,1889,4,29,269,1,6,1,12,1,7,3,4,12
7,11,1889,14,34,874,9,2,8,7,8,2,10,11,7
7,11,1889,19,22,1162,6,12,6,5,6,12,7,9,5
7,11,1889,10,27,627,11,4,10,9,10,4,12,1,9
7,11,1889,4,31,271,1,6,1,12,1,7,3,4,12
11,12,1889,5,59,359,1,8,12,12,11,2,10,12,7
11,12,1889,16,15,975,7,3,7,7,6,9,5,7,2
11,12,1889,11,46,706,10,6,9,9,8,12,7,9,4
11,12,1889,18,20,1100,6,2,6,6,5,8,4,6,1
11,12,1889,8,40,520,11,7,11,11,10,1,9,10,6
11,12,1889,16,19,979,7,3,7,7,6,9,5,7,2
11,12,1889,7,52,472,12,8,11,11,10,1,9,11,6
11,12,1889,5,10,310,1,9,1,12,11,3,11,12,8
11,12,1889,11,0,660,10,6,10,9,9,12,8,9,5
11,12,1889,4,20,260,2,9,1,1,12,3,11,1,8
11,12,1889,16,54,1014,7,3,7,6,6,9,5,6,2
11,12,1889,6,57,417,12,8,12,11,11,2,10,11,7
7,5,1889,2,15,135,3,5,2,1,2,8,4,6,1
7,5,1889,12,4,724,10,12,9,8,10,3,11,1,8
7,5,1889,4,27,267,1,4,1,12,1,7,3,5,12
7,5,1889,14,8,848,9,11,8,7,9,2,10,12,7
7,5,1889,0,48,48,3,6,3,2,3,9,5,6,2
7,5,1889,12,4,724,10,12,9,8,10,3,11,1,8
7,5,1889,19,9,1149,6,9,6,5,6,12,8,9,5
7,5,1889,16,56,1016,7,10,7,6,7,1,9,10,6
7,5,1889,6,59,419,12,3,12,11,12,6,1,3,11
7,5,1889,21,22,1282,5,8,5,3,5,11,6,8,4
7,5,1889,13,2,782,9,12,9,8,9,3,10,12,8
7,5,1889,9,9,549,11,2,10,10,11,5,12,2,10
10,9,1889,11,16,676,10,4,10,9,9,1,9,10,6
10,9,1889,2,37,157,2,8,3,1,1,5,1,3,10
10,9,1889,13,10,790,9,3,10,8,8,12,8,9,5
10,9,1889,19,47,1187,6,12,6,5,5,8,4,6,1
10,9,1889,5,38,338,1,7,1,12,12,3,11,1,8
10,9,1889,4,7,247,2,8,2,1,12,4,12,2,9
10,9,1889,13,15,795,9,3,9,8,8,12,8,9,5
10,9,1889,11,9,669,10,4,11,9,9,1,9,10,6
10,9,1889,2,59,179,2,8,3,1,1,5,1,2,10
10,9,1889,23,38,1418,4,10,4,3,3,6,2,4,11
10,9,1889,18,4,1084,7,1,7,6,6,9,5,7,2
10,9,1889,22,34,1354,4,11,5,3,3,7,3,5,12
6,28,1889,23,0,1380,4,4,4,3,4,10,6,8,3
6,28,1889,23,19,1399,4,4,4,2,4,10,6,7,3
6,28,1889,6,3,363,1,12,12,11,12,6,2,4,11
6,28,1889,7,50,470,12,12,11,10,12,6,1,3,11
6,28,1889,18,1,1081,7,7,7,5,7,1,8,10,6
6,28,1889,23,34,1414,4,4,4,2,4,10,6,7,3
6,28,1889,16,12,972,8,8,7,6,8,2,9,11,7
6,28,1889,23,17,1397,4,4,4,2,4,10,6,7,3
6,28,1889,12,59,779,9,9,9,8,9,3,11,1,8
6,28,1889,21,35,1295,5,5,5,3,5,11,7,8,4
6,28,1889,14,52,892,8,8,8,7,8,2,10,12,7
6,28,1889,12,23,743,10,10,9,8,9,3,11,1,8
1,27,1889,13,17,797,9,7,10,11,10,8,4,6,1
1,27,1889,13,10,790,9,7,10,11,10,8,4,6,1
1,27,1889,12,32,752,10,8,10,11,11,8,4,6,1
1,27,1889,7,43,463,12,10,1,1,1,11,6,8,4
1,27,1889,14,6,846,9,7,9,10,10,7,3,5,12
1,27,1889,7,2,422,1,10,1,2,2,11,7,9,4
1,27,1889,14,20,860,9,7,9,10,10,7,3,5,12
1,27,1889,1,59,119,3,1,3,4,4,2,9,11,7
1,27,1889,16,40,1000,7,6,8,9,9,6,2,4,11
1,27,1889,20,19,1219,6,4,6,7,7,4,12,2,9
1,27,1889,0,2,2,4,2,4,5,5,3,10,12,8
1,27,1889,20,32,1232,6,4,6,7,7,4,12,2,9
10,11,1889,22,12,1332,5,11,5,4,3,7,3,5,12
10,11,1889,19,54,1194,6,1,6,5,5,8,4,6,1
10,11,1889,9,53,593,11,6,11,10,10,1,9,11,6
10,11,1889,6,9,369,1,7,1,12,11,3,11,1,8
10,11,1889,10,3,603,11,6,11,10,9,1,9,11,6
10,11,1889,13,6,786,9,4,9,8,8,12,8,9,5
10,11,1889,8,49,529,11,6,12,10,10,2,10,11,7
10,11,1889,15,2,902,8,3,8,7,7,11,7,8,4
10,11,1889,1,3,63,3,10,3,2,2,6,2,3,11
10,11,1889,19,8,1148,6,1,6,5,5,9,5,6,1
10,11,1889,18,50,1130,6,1,6,5,5,9,5,6,2
10,11,1889,9,40,580,11,6,11,10,10,1,9,11,7
7,28,1889,6,18,378,1,1,12,11,12,5,1,3,10
7,28,1889,14,18,858,9,9,8,7,8,2,9,11,7
7,28,1889,4,21,261,2,2,1,12,1,6,2,4,11
7,28,1889,18,34,1114,7,7,6,5,6,11,7,9,4
7,28,1889,3,55,235,2,2,1,12,1,6,2,4,12
7,28,1889,19,40,1180,6,6,6,4,6,11,7,8,4
7,28,1889,22,50,1370,4,5,4,3,4,9,5,7,2
7,28,1889,7,58,478,12,12,11,10,11,5,12,2,10
7,28,1889,4,28,268,1,1,1,12,1,6,2,4,11
7,28,1889,12,48,768,9,10,9,8,9,2,10,12,7
7,28,1889,8,17,497,12,12,11,10,11,4,12,2,9
7,28,1889,11,41,701,10,10,10,8,10,3,10,12,8
2,6,1889,12,26,746,10,12,10,11,11,8,4,6,1
2,6,1889,7,52,472,12,2,1,1,1,10,6,8,3
2,6,1889,10,1,601,11,1,11,12,12,9,5,7,2
2,6,1889,7,7,427,12,2,1,2,1,11,6,8,4
2,6,1889,7,22,442,12,2,1,2,1,11,6,8,3
2,6,1889,22,47,1367,4,7,5,6,6,3,10,1,8
2,6,1889,13,14,794,9,11,10,11,10,7,3,5,12
2,6,1889,21,12,1272,5,8,6,7,6,4,11,1,9
2,6,1889,12,56,776,9,12,10,11,10,8,3,5,12
2,6,1889,21,5,1265,5,8,6,7,6,4,11,1,9
